customer_id,plan,monthly_price,status
C00184,Enterprise,120,Active
C00185,Enterprise,120,Active
C00186,Pro,20,Active
C00187,Pro,50,Active
C00188,Enterprise,50,Churned
C00189,Basic,50,Active
C00190,Basic,50,Active
C00191,Enterprise,20,Active
C00192,Enterprise,20,Active
C00193,Pro,20,Active
C00194,Enterprise,20,Active
C00195,Enterprise,20,Churned
C00196,Pro,50,Active
C00197,Enterprise,50,Churned
C00198,Pro,50,Active
C00199,Basic,20,Active
C00200,Basic,120,Active
C00201,Basic,50,Churned
C00202,Pro,50,Active
C00203,Basic,120,Active
C00204,Basic,20,Active
C00205,Pro,120,Active
C00206,Pro,120,Active
C00207,Basic,50,Active
C00208,Basic,50,Churned
C00209,Basic,20,Churned
C00210,Enterprise,120,Active
C00211,Pro,20,Active
C00212,Pro,120,Churned
C00213,Pro,50,Active
C00214,Pro,120,Churned
C00215,Basic,20,Churned
C00216,Pro,120,Active
C00217,Enterprise,20,Active
C00218,Enterprise,120,Active
C00219,Basic,50,Active
C00220,Basic,50,Active
C00221,Pro,20,Active
C00222,Basic,50,Active
C00223,Basic,120,Churned
C00224,Basic,120,Active
C00225,Enterprise,50,Active
C00226,Pro,20,Active
C00227,Basic,120,Active
C00228,Pro,20,Active
C00229,Pro,120,Active
C00230,Pro,20,Active
C00231,Enterprise,20,Active
C00232,Pro,120,Active
C00233,Pro,120,Active
C00234,Basic,20,Active
C00235,Basic,120,Active
C00236,Enterprise,50,Active
C00237,Pro,120,Active
C00238,Enterprise,20,Churned
C00239,Pro,120,Churned
C00240,Enterprise,120,Churned
C00241,Pro,20,Active
C00242,Basic,120,Churned
C00243,Enterprise,20,Active
C00244,Basic,20,Churned
C00245,Pro,20,Churned
C00246,Enterprise,20,Active
C00247,Basic,50,Active
C00248,Basic,50,Active
C00249,Basic,20,Active
C00250,Pro,120,Active
C00251,Enterprise,50,Active
C00252,Basic,20,Active
C00253,Pro,50,Active
C00254,Pro,20,Churned
C00255,Pro,50,Active
C00256,Enterprise,20,Active
C00257,Pro,50,Active
C00258,Pro,50,Churned
C00259,Enterprise,120,Active
C00260,Enterprise,50,Active
C00261,Pro,120,Active
C00262,Pro,50,Active
C00263,Basic,20,Churned
C00264,Enterprise,120,Active
C00265,Enterprise,50,Active
C00266,Basic,120,Active
C00267,Pro,20,Active
C00268,Pro,20,Active
C00269,Pro,20,Active
C00270,Pro,20,Churned
C00271,Basic,20,Churned
C00272,Enterprise,120,Active
C00273,Enterprise,120,Active
C00274,Pro,50,Churned
C00275,Basic,50,Churned
C00276,Pro,20,Churned
C00277,Pro,20,Churned
C00278,Basic,120,Churned
C00279,Basic,20,Active
C00280,Enterprise,20,Active
C00281,Enterprise,20,Active
C00282,Pro,50,Churned
C00283,Pro,120,Active
C00284,Enterprise,50,Active
C00285,Basic,20,Churned
C00286,Pro,20,Churned
C00287,Pro,50,Active
C00288,Basic,50,Active
C00289,Pro,120,Active
C00290,Basic,20,Churned
C00291,Enterprise,20,Churned
C00292,Enterprise,50,Churned
C00293,Enterprise,120,Churned
C00294,Enterprise,120,Active
C00295,Enterprise,20,Active
C00296,Pro,20,Active
C00297,Enterprise,50,Churned
C00298,Pro,20,Active
C00299,Pro,50,Active
C00300,Basic,20,Churned
C00301,Pro,20,Active
C00302,Pro,20,Churned
C00303,Enterprise,120,Active
C00304,Enterprise,20,Active
C00305,Basic,20,Active
C00306,Basic,120,Churned
C00307,Pro,120,Active
C00308,Basic,20,Churned
C00309,Enterprise,120,Active
C00310,Enterprise,120,Active
C00311,Enterprise,120,Churned
C00312,Pro,120,Active
C00313,Pro,50,Active
C00314,Basic,20,Active
C00315,Enterprise,50,Active
C00316,Pro,20,Active
C00317,Pro,120,Active
C00318,Basic,50,Churned
C00319,Enterprise,120,Active
C00320,Enterprise,120,Active
C00321,Basic,120,Active
C00322,Basic,20,Active
C00323,Basic,120,Active
C00324,Basic,20,Active
C00325,Enterprise,20,Active
C00326,Enterprise,120,Active
C00327,Basic,20,Active
C00328,Pro,50,Churned
C00329,Pro,20,Active
C00330,Enterprise,120,Active
C00331,Enterprise,120,Active
C00332,Basic,50,Active
C00333,Pro,50,Active
C00334,Enterprise,20,Active
C00335,Pro,20,Active
C00336,Basic,50,Active
C00337,Enterprise,120,Churned
C00338,Enterprise,120,Active
C00339,Pro,50,Active
C00340,Pro,50,Active
C00341,Enterprise,120,Active
C00342,Pro,120,Active
C00343,Pro,20,Active
C00344,Basic,50,Active
C00345,Pro,50,Active
C00346,Enterprise,50,Active
C00347,Basic,120,Churned
C00348,Enterprise,20,Churned
C00349,Basic,120,Active
C00350,Basic,50,Active
C00351,Pro,50,Active
C00352,Pro,50,Churned
C00353,Enterprise,50,Churned
C00354,Pro,50,Active
C00355,Basic,120,Active
C00356,Pro,20,Churned
C00357,Enterprise,50,Active
C00358,Basic,50,Active
C00359,Enterprise,50,Churned
C00360,Pro,120,Churned
C00361,Basic,120,Active
C00362,Enterprise,50,Churned
C00363,Pro,50,Active
C00364,Pro,50,Active
C00365,Enterprise,50,Active
C00366,Basic,50,Active
C00367,Enterprise,120,Active
C00368,Pro,50,Churned
C00369,Enterprise,50,Churned
C00370,Pro,50,Churned
C00371,Basic,120,Active
C00372,Enterprise,50,Active
C00373,Basic,120,Churned
C00374,Enterprise,20,Churned
C00375,Pro,120,Churned
C00376,Basic,50,Active
C00377,Pro,120,Churned
C00378,Enterprise,50,Churned
C00379,Pro,120,Active
C00380,Enterprise,120,Active
C00381,Basic,20,Churned
C00382,Pro,120,Active
C00383,Pro,20,Active
C00384,Enterprise,20,Active
C00385,Enterprise,120,Active
C00386,Enterprise,120,Active
C00387,Basic,120,Active
C00388,Pro,20,Active
C00389,Enterprise,50,Churned
C00390,Enterprise,50,Active
C00391,Pro,20,Active
C00392,Basic,20,Active
C00393,Pro,120,Churned
C00394,Enterprise,120,Active
C00395,Pro,50,Active
C00396,Enterprise,50,Active
C00397,Enterprise,50,Churned
C00398,Pro,120,Active
C00399,Pro,120,Active
C00400,Basic,20,Churned
C00401,Enterprise,120,Active
C00402,Enterprise,50,Active
C00403,Enterprise,20,Active
C00404,Enterprise,120,Active
C00405,Enterprise,50,Active
C00406,Pro,120,Active
C00407,Enterprise,20,Churned
C00408,Pro,120,Active
C00409,Basic,50,Active
C00410,Enterprise,20,Active
C00411,Basic,50,Churned
C00412,Pro,20,Active
C00413,Pro,120,Active
C00414,Basic,120,Active
C00415,Enterprise,50,Churned
C00416,Pro,120,Active
C00417,Pro,20,Active
C00418,Pro,120,Active
C00419,Pro,120,Active
C00420,Pro,120,Active
C00421,Pro,120,Active
C00422,Basic,120,Churned
C00423,Enterprise,120,Churned
C00424,Enterprise,120,Active
C00425,Enterprise,120,Active
C00426,Enterprise,50,Active
C00427,Basic,50,Active
C00428,Basic,120,Active
C00429,Enterprise,50,Active
C00430,Pro,120,Churned
C00431,Enterprise,120,Active
C00432,Pro,120,Active
C00433,Pro,50,Active
C00434,Basic,20,Churned
C00435,Pro,120,Active
C00436,Basic,120,Active
C00437,Enterprise,20,Churned
C00438,Basic,50,Active
C00439,Pro,20,Active
C00440,Pro,120,Active
C00441,Pro,20,Active
C00442,Enterprise,120,Active
C00443,Basic,50,Active
C00444,Enterprise,50,Active
C00445,Basic,50,Active
C00446,Enterprise,120,Churned
C00447,Enterprise,50,Churned
C00448,Pro,20,Active
C00449,Enterprise,50,Churned
C00450,Enterprise,120,Churned
C00451,Basic,20,Active
C00452,Enterprise,20,Churned
C00453,Pro,20,Active
C00454,Enterprise,20,Churned
C00455,Basic,120,Churned
C00456,Basic,50,Churned
C00457,Enterprise,20,Active
C00458,Enterprise,50,Active
C00459,Basic,50,Active
C00460,Pro,50,Active
C00461,Enterprise,50,Active
C00462,Pro,120,Active
C00463,Pro,20,Churned
C00464,Enterprise,20,Churned
C00465,Pro,50,Churned
C00466,Basic,20,Active
C00467,Pro,50,Active
C00468,Basic,120,Active
C00469,Enterprise,20,Active
C00470,Pro,50,Active
C00471,Basic,20,Active
C00472,Basic,50,Churned
C00473,Enterprise,20,Churned
C00474,Pro,120,Churned
C00475,Basic,20,Active
C00476,Basic,120,Active
C00477,Enterprise,120,Churned
C00478,Pro,50,Active
C00479,Pro,50,Active
C00480,Basic,20,Active
C00481,Pro,120,Churned
C00482,Pro,50,Active
C00483,Pro,120,Active
C00484,Pro,120,Churned
C00485,Pro,120,Active
C00486,Pro,20,Churned
C00487,Pro,120,Active
C00488,Basic,120,Churned
C00489,Basic,20,Active
C00490,Pro,20,Active
C00491,Pro,50,Churned
C00492,Enterprise,120,Active
C00493,Basic,120,Active
C00494,Enterprise,20,Active
C00495,Basic,20,Active
C00496,Enterprise,50,Churned
C00497,Enterprise,20,Active
C00498,Enterprise,20,Active
C00499,Basic,20,Active
C00500,Basic,20,Active
C00501,Pro,50,Active
C00502,Basic,120,Churned
C00503,Basic,120,Active
C00504,Basic,120,Churned
C00505,Basic,120,Churned
C00506,Pro,120,Active
C00507,Pro,20,Churned
C00508,Basic,120,Active
C00509,Enterprise,20,Churned
C00510,Enterprise,120,Active
C00511,Basic,120,Active
C00512,Pro,20,Churned
C00513,Enterprise,120,Churned
C00514,Pro,20,Active
C00515,Pro,50,Churned
C00516,Enterprise,50,Churned
C00517,Basic,50,Active
C00518,Pro,120,Active
C00519,Enterprise,120,Active
C00520,Pro,120,Churned
C00521,Enterprise,120,Active
C00522,Basic,20,Active
C00523,Basic,50,Active
C00524,Basic,20,Active
C00525,Pro,50,Active
C00526,Basic,50,Active
C00527,Basic,20,Active
C00528,Basic,20,Active
C00529,Basic,20,Active
C00530,Enterprise,50,Churned
C00531,Enterprise,20,Active
C00532,Pro,120,Active
C00533,Enterprise,20,Churned
C00534,Enterprise,50,Active
C00535,Enterprise,50,Active
C00536,Enterprise,20,Active
C00537,Enterprise,20,Active
C00538,Basic,50,Churned
C00539,Pro,50,Churned
C00540,Enterprise,20,Churned
C00541,Enterprise,120,Churned
C00542,Pro,120,Active
C00543,Enterprise,120,Active
C00544,Enterprise,50,Active
C00545,Pro,120,Active
C00546,Basic,120,Active
C00547,Basic,20,Active
C00548,Pro,20,Active
C00549,Basic,120,Active
C00550,Basic,50,Active
C00551,Basic,120,Active
C00552,Basic,20,Active
C00553,Enterprise,20,Active
C00554,Pro,20,Active
C00555,Basic,120,Active
C00556,Basic,50,Active
C00557,Pro,120,Active
C00558,Enterprise,20,Active
C00559,Basic,20,Churned
C00560,Basic,20,Active
C00561,Enterprise,20,Churned
C00562,Pro,120,Active
C00563,Basic,120,Active
C00564,Basic,50,Churned
C00565,Pro,20,Active
C00566,Enterprise,120,Active
C00567,Pro,120,Active
C00568,Basic,20,Churned
C00569,Enterprise,120,Active
C00570,Enterprise,20,Active
C00571,Enterprise,50,Churned
C00572,Pro,20,Active
C00573,Pro,20,Active
C00574,Pro,120,Active
C00575,Basic,50,Active
C00576,Pro,50,Active
C00577,Enterprise,120,Active
C00578,Basic,50,Active
C00579,Basic,50,Active
C00580,Basic,20,Active
C00581,Enterprise,120,Churned
C00582,Pro,50,Active
C00583,Enterprise,50,Active
C00584,Pro,50,Active
C00585,Basic,20,Active
C00586,Basic,20,Churned
C00587,Enterprise,120,Active
C00588,Pro,120,Active
C00589,Basic,20,Active
C00590,Enterprise,120,Active
C00591,Enterprise,120,Churned
C00592,Pro,120,Active
C00593,Pro,20,Active
C00594,Pro,20,Active
C00595,Basic,50,Active
C00596,Enterprise,50,Active
C00597,Pro,50,Churned
C00598,Enterprise,50,Active
C00599,Basic,120,Churned
C00600,Basic,120,Active
C00601,Pro,20,Active
C00602,Basic,120,Active
C00603,Enterprise,120,Churned
C00604,Enterprise,120,Active
C00605,Basic,50,Active
C00606,Basic,20,Active
C00607,Basic,50,Churned
C00608,Enterprise,120,Churned
C00609,Basic,120,Active
C00610,Pro,20,Active
C00611,Pro,50,Active
C00612,Enterprise,120,Active
C00613,Basic,20,Active
C00614,Basic,120,Active
C00615,Basic,120,Churned
C00616,Pro,20,Active
C00617,Pro,20,Active
C00618,Pro,120,Churned
C00619,Pro,20,Active
C00620,Pro,120,Active
C00621,Enterprise,50,Active
C00622,Enterprise,120,Active
C00623,Basic,20,Active
C00624,Basic,50,Churned
C00625,Pro,20,Active
C00626,Basic,120,Churned
C00627,Enterprise,20,Active
C00628,Enterprise,120,Active
C00629,Basic,20,Active
C00630,Pro,20,Active
C00631,Enterprise,120,Active
C00632,Basic,50,Active
C00633,Pro,120,Active
C00634,Basic,50,Active
C00635,Pro,50,Churned
C00636,Pro,50,Churned
C00637,Enterprise,50,Active
C00638,Enterprise,120,Active
C00639,Basic,120,Active
C00640,Basic,50,Active
C00641,Pro,50,Churned
C00642,Enterprise,50,Active
C00643,Pro,50,Churned
C00644,Pro,50,Active
C00645,Pro,50,Churned
C00646,Pro,20,Churned
C00647,Pro,50,Churned
C00648,Pro,20,Active
C00649,Basic,120,Active
C00650,Enterprise,120,Churned
C00651,Enterprise,50,Active
C00652,Pro,120,Active
C00653,Pro,120,Churned
C00654,Pro,50,Active
C00655,Enterprise,120,Active
C00656,Enterprise,120,Active
C00657,Pro,50,Active
C00658,Enterprise,50,Active
C00659,Pro,50,Active
C00660,Pro,20,Active
C00661,Pro,50,Active
C00662,Basic,120,Active
C00663,Enterprise,50,Churned
C00664,Enterprise,20,Active
C00665,Enterprise,120,Churned
C00666,Pro,20,Active
C00667,Basic,120,Churned
C00668,Pro,50,Active
C00669,Pro,20,Active
C00670,Pro,50,Active
C00671,Basic,120,Churned
C00672,Pro,50,Churned
C00673,Pro,50,Churned
C00674,Basic,120,Active
C00675,Pro,20,Active
C00676,Pro,120,Active
C00677,Enterprise,120,Active
C00678,Basic,50,Active
C00679,Enterprise,120,Active
C00680,Pro,20,Active
C00681,Basic,120,Active
C00682,Basic,120,Active
C00683,Pro,50,Active
C00684,Enterprise,20,Active
C00685,Pro,50,Churned
C00686,Basic,50,Churned
C00687,Basic,20,Active
C00688,Pro,20,Active
C00689,Pro,120,Active
C00690,Pro,20,Active
C00691,Pro,50,Active
C00692,Enterprise,20,Active
C00693,Enterprise,20,Active
C00694,Enterprise,20,Active
C00695,Enterprise,50,Active
C00696,Basic,120,Active
C00697,Basic,120,Active
C00698,Enterprise,50,Churned
C00699,Pro,120,Active
C00700,Basic,120,Active
C00701,Pro,50,Churned
C00702,Enterprise,50,Active
C00703,Basic,120,Active
C00704,Basic,20,Active
C00705,Basic,120,Churned
C00706,Basic,20,Active
C00707,Enterprise,50,Active
C00708,Basic,20,Active
C00709,Enterprise,20,Active
C00710,Basic,20,Active
C00711,Enterprise,50,Active
C00712,Enterprise,120,Active
C00713,Pro,120,Active
C00714,Enterprise,20,Active
C00715,Pro,120,Active
C00716,Basic,50,Active
C00717,Pro,50,Churned
C00718,Enterprise,50,Active
C00719,Pro,50,Active
C00720,Basic,120,Active
C00721,Pro,20,Active
C00722,Enterprise,20,Churned
C00723,Enterprise,20,Churned
C00724,Basic,50,Active
C00725,Basic,120,Churned
C00726,Pro,120,Churned
C00727,Basic,120,Churned
C00728,Enterprise,120,Churned
C00729,Pro,120,Churned
C00730,Pro,120,Active
C00731,Pro,20,Active
C00732,Pro,50,Churned
C00733,Basic,20,Active
C00734,Pro,120,Active
C00735,Pro,50,Active
C00736,Pro,50,Active
C00737,Enterprise,50,Active
C00738,Enterprise,50,Active
C00739,Basic,120,Active
C00740,Enterprise,120,Churned
C00741,Enterprise,50,Active
C00742,Basic,120,Active
C00743,Basic,50,Active
C00744,Pro,120,Active
C00745,Pro,50,Active
C00746,Basic,120,Churned
C00747,Pro,20,Churned
C00748,Pro,20,Active
C00749,Pro,120,Active
C00750,Basic,120,Churned
C00751,Enterprise,20,Active
C00752,Enterprise,120,Active
C00753,Basic,50,Churned
C00754,Basic,120,Churned
C00755,Pro,120,Churned
C00756,Basic,20,Active
C00757,Basic,20,Churned
C00758,Basic,120,Active
C00759,Basic,50,Active
C00760,Pro,120,Churned
C00761,Pro,50,Active
C00762,Basic,50,Active
C00763,Basic,120,Churned
C00764,Enterprise,50,Churned
C00765,Enterprise,20,Active
C00766,Basic,50,Active
C00767,Enterprise,50,Churned
C00768,Enterprise,50,Churned
C00769,Pro,20,Churned
C00770,Pro,20,Active
C00771,Pro,120,Active
C00772,Enterprise,50,Active
C00773,Basic,20,Active
C00774,Pro,50,Active
C00775,Enterprise,50,Active
C00776,Basic,120,Active
C00777,Pro,50,Active
C00778,Enterprise,20,Active
C00779,Pro,120,Active
C00780,Enterprise,120,Active
C00781,Pro,50,Active
C00782,Enterprise,50,Active
C00783,Basic,20,Active
C00784,Pro,50,Active
C00785,Pro,20,Active
C00786,Enterprise,50,Churned
C00787,Basic,20,Active
C00788,Basic,50,Active
C00789,Pro,120,Active
C00790,Enterprise,20,Active
C00791,Pro,120,Churned
C00792,Enterprise,120,Active
C00793,Basic,120,Active
C00794,Pro,120,Active
C00795,Enterprise,20,Churned
C00796,Basic,50,Churned
C00797,Enterprise,120,Churned
C00798,Pro,50,Active
C00799,Enterprise,20,Active
C00800,Pro,50,Active
C00801,Basic,20,Active
C00802,Enterprise,50,Active
C00803,Basic,20,Churned
C00804,Basic,20,Active
C00805,Pro,50,Active
C00806,Pro,120,Active
C00807,Basic,120,Active
C00808,Pro,50,Churned
C00809,Basic,120,Active
C00810,Pro,120,Active
C00811,Pro,20,Active
C00812,Enterprise,50,Active
C00813,Enterprise,120,Active
C00814,Pro,120,Active
C00815,Basic,120,Active
C00816,Basic,50,Active
C00817,Basic,120,Churned
C00818,Pro,120,Active
C00819,Pro,120,Active
C00820,Basic,20,Active
C00821,Enterprise,50,Active
C00822,Enterprise,120,Active
C00823,Basic,20,Churned
C00824,Pro,50,Active
C00825,Pro,20,Active
C00826,Basic,20,Active
C00827,Enterprise,50,Churned
C00828,Basic,120,Active
C00829,Basic,120,Active
C00830,Basic,20,Active
C00831,Enterprise,50,Churned
C00832,Basic,50,Active
C00833,Enterprise,120,Active
C00834,Pro,20,Active
C00835,Enterprise,120,Churned
C00836,Enterprise,50,Active
C00837,Basic,50,Active
C00838,Pro,120,Active
C00839,Basic,120,Churned
C00840,Enterprise,50,Active
C00841,Enterprise,20,Active
C00842,Basic,50,Active
C00843,Pro,20,Churned
C00844,Enterprise,120,Active
C00845,Enterprise,120,Active
C00846,Enterprise,20,Active
C00847,Pro,50,Active
C00848,Basic,50,Churned
C00849,Pro,20,Active
C00850,Pro,20,Active
C00851,Enterprise,20,Active
C00852,Pro,20,Active
C00853,Enterprise,50,Active
C00854,Pro,120,Active
C00855,Pro,50,Active
C00856,Basic,20,Churned
C00857,Pro,50,Churned
C00858,Basic,20,Active
C00859,Enterprise,20,Active
C00860,Enterprise,20,Active
C00861,Basic,20,Active
C00862,Enterprise,50,Active
C00863,Enterprise,20,Active
C00864,Pro,50,Active
C00865,Basic,50,Active
C00866,Enterprise,120,Active
C00867,Basic,50,Active
C00868,Pro,120,Active
C00869,Enterprise,120,Active
C00870,Enterprise,120,Active
C00871,Basic,50,Active
C00872,Enterprise,120,Churned
C00873,Basic,20,Active
C00874,Enterprise,50,Active
C00875,Pro,20,Churned
C00876,Pro,50,Churned
C00877,Basic,120,Churned
C00878,Enterprise,120,Active
C00879,Enterprise,50,Active
C00880,Basic,120,Churned
C00881,Pro,20,Active
C00882,Pro,20,Active
C00883,Pro,120,Active
C00884,Basic,50,Active
C00885,Pro,50,Active
C00886,Basic,20,Active
C00887,Pro,120,Churned
C00888,Pro,120,Active
C00889,Basic,20,Active
C00890,Enterprise,50,Active
C00891,Enterprise,120,Active
C00892,Enterprise,50,Churned
C00893,Pro,50,Active
C00894,Pro,20,Active
C00895,Enterprise,50,Active
C00896,Pro,20,Active
C00897,Pro,120,Active
C00898,Enterprise,50,Active
C00899,Basic,20,Active
C00900,Enterprise,20,Active
C00901,Enterprise,50,Active
C00902,Basic,20,Active
C00903,Pro,120,Active
C00904,Enterprise,50,Active
C00905,Enterprise,120,Active
C00906,Pro,20,Churned
C00907,Pro,120,Active
C00908,Basic,20,Active
C00909,Pro,20,Active
C00910,Enterprise,120,Active
C00911,Pro,50,Active
C00912,Pro,50,Active
C00913,Basic,50,Active
C00914,Basic,120,Churned
C00915,Enterprise,120,Active
C00916,Enterprise,120,Active
C00917,Pro,120,Active
C00918,Enterprise,50,Active
C00919,Enterprise,50,Active
C00920,Pro,20,Active
C00921,Pro,120,Active
C00922,Pro,50,Active
C00923,Basic,50,Churned
C00924,Basic,50,Churned
C00925,Pro,50,Churned
C00926,Basic,50,Active
C00927,Basic,50,Active
C00928,Basic,120,Active
C00929,Enterprise,20,Active
C00930,Pro,20,Active
C00931,Pro,120,Churned
C00932,Enterprise,50,Active
C00933,Basic,120,Active
C00934,Pro,50,Active
C00935,Basic,50,Churned
C00936,Enterprise,50,Active
C00937,Basic,50,Churned
C00938,Enterprise,50,Active
C00939,Enterprise,120,Active
C00940,Basic,120,Active
C00941,Basic,20,Churned
C00942,Pro,50,Active
C00943,Enterprise,120,Active
C00944,Basic,120,Active
C00945,Basic,50,Active
C00946,Pro,50,Active
C00947,Pro,120,Active
C00948,Pro,50,Churned
C00949,Enterprise,120,Churned
C00950,Pro,20,Churned
C00951,Enterprise,50,Active
C00952,Pro,20,Active
C00953,Enterprise,20,Active
C00954,Pro,20,Active
C00955,Enterprise,50,Churned
C00956,Pro,20,Active
C00957,Pro,120,Active
C00958,Basic,120,Active
C00959,Enterprise,50,Active
C00960,Basic,50,Churned
C00961,Enterprise,20,Active
C00962,Basic,50,Churned
C00963,Pro,120,Active
C00964,Basic,120,Churned
C00965,Pro,120,Churned
C00966,Enterprise,50,Active
C00967,Pro,120,Active
C00968,Basic,50,Churned
C00969,Enterprise,20,Active
C00970,Basic,120,Active
C00971,Pro,20,Active
C00972,Pro,120,Active
C00973,Basic,120,Active
C00974,Enterprise,120,Active
C00975,Basic,20,Active
C00976,Pro,120,Active
C00977,Enterprise,20,Churned
C00978,Basic,50,Active
C00979,Pro,120,Active
C00980,Enterprise,120,Active
C00981,Basic,20,Churned
C00982,Enterprise,120,Active
C00983,Pro,50,Active
C00984,Basic,120,Active
C00985,Basic,50,Churned
C00986,Pro,50,Churned
C00987,Pro,120,Churned
C00988,Pro,120,Active
C00989,Basic,50,Active
C00990,Pro,50,Active
C00991,Basic,50,Active
C00992,Basic,120,Active
C00993,Enterprise,20,Active
C00994,Pro,120,Active
C00995,Pro,20,Churned
C00996,Enterprise,20,Churned
C00997,Basic,120,Active
C00998,Basic,20,Churned
C00999,Basic,50,Active
C01000,Pro,120,Active
C01001,Basic,20,Active
C01002,Enterprise,50,Churned
C01003,Basic,20,Active
C01004,Pro,20,Churned
